H2BC3	0.9844444444444445
ILF2	0.9133333333333333
chebi:79994	0.9622222222222222
CAPN5	0.9955555555555555
FOXQ1	0.7944444444444444
SFPQ	0.8755555555555555
GREM1	0.9933333333333333
chebi:30563	0.9244444444444444
MED12	0.9555555555555556
LHX1	0.8566666666666667
NOTCH1	0.9544444444444444
MAML3	0.9655555555555555
TOP2A	0.9533333333333334
H3C12	0.9755555555555555
ERBB2	0.8811111111111111
ACIN1	0.9866666666666667
KHSRP	0.9
RBM10	1.0
CENPI	0.9288888888888889
MEOX2	0.85
MED13	0.9544444444444444
PAX9	0.9933333333333333
CIDEB	0.86
PTGDS	0.7311111111111112
TLX2	0.9722222222222222
CDK12	0.9933333333333333
TAF5L	0.9677777777777777
H2BC6	0.9733333333333334
HAND1	0.8544444444444445
UHRF1	0.9333333333333333
PLCXD3	0.9433333333333334
LHX4	0.9766666666666667
OR5K2	1.0
chebi:75455	0.9266666666666666
AGO2	0.86
KDM1A	0.9155555555555556
H2BC13	0.9655555555555555
YY1	0.9677777777777777
ZNF132	0.9422222222222222
CAPS	0.8688888888888889
RPL7L1	0.9133333333333333
ALDH1A3	0.8355555555555556
GATA1	0.9933333333333333
CREB5	0.9755555555555555
TBXT	0.9622222222222222
chebi:39867	0.8711111111111111
KLF5	0.9811111111111112
NPR1	0.9933333333333333
HNF4A	0.9377777777777778
GNPDA1	0.8033333333333333
NBN	0.96
HOXB5	0.83
FRYL	0.8611111111111112
GABPA	0.9822222222222222
TEF	0.9822222222222222
ITSN2	0.82
RRAS2	0.9577777777777777
TEAD1	0.9888888888888889
ZEB2	1.0
ZNF652	0.9577777777777777
PDPN	0.82
MARK1	0.9622222222222222
PTPN11	0.9977777777777778
PDCD11	0.85
KAT2B	0.9988888888888889
MED1	1.0
G3BP1	0.86
ZNF330	0.9611111111111111
REST	0.9877777777777778
DUSP6	0.8222222222222222
MAP3K7	0.8444444444444444
CHD1	0.9288888888888889
CRX	0.8644444444444445
ZNF620	0.4822222222222222
PRDM1	0.9111111111111111
PLXNC1	0.9888888888888889
HOMER3	0.88
TGIF1	0.9711111111111111
GRIK3	0.8255555555555556
FOXN3	0.88
TFAP2B	0.9655555555555555
DOK2	0.9244444444444444
RAB10	0.9966666666666667
SMARCD1	0.9733333333333334
ZNF566	0.87
CBL	0.8
PRKG1	0.8555555555555555
ANG	0.8266666666666667
H3-3B	0.9811111111111112
PAX1	0.9922222222222222
NDC80	0.92
chebi:17478	0.9955555555555555
chebi:4791	0.8411111111111111
MSTN	0.9477777777777778
TBC1D17	0.8711111111111111
SMURF1	0.8311111111111111
H1-5	0.9144444444444444
IKZF3	0.98
AMBP	0.9866666666666667
CTNND2	0.82
TFAP4	0.9722222222222222
ALDH1A1	0.7344444444444445
SIN3B	0.96
MKI67	0.9977777777777778
ZDHHC15	0.89
NDN	0.8722222222222222
APP	0.95
ARFIP2	0.8
TRIO	0.8288888888888889
MGST3	0.92
PAQR8	0.9455555555555556
POU2F1	0.98
H3C13	0.9788888888888889
ZBTB14	0.9788888888888889
TNFAIP3	0.98
ZNF331	0.86
GUCY2C	0.9522222222222222
ZMYND11	0.8488888888888889
HTATIP2	0.81
RORC	0.83
CACNB4	0.79
FEV	0.9855555555555555
chebi:34575	0.86
chebi:38960	0.8666666666666667
PTGIS	0.81
PLP1	0.8
SORBS1	0.83
RBPJ	1.0
NFATC4	1.0
HNF1A	0.9633333333333334
OR2L13	0.9655555555555555
H3-4	0.9377777777777778
HOXA11	1.0
SH2D3A	0.83
ZNF326	0.8966666666666666
CCDC33	0.6066666666666667
TLE2	1.0
ARID2	0.8688888888888889
OMD	0.87
chebi:28119	0.9011111111111111
SOX5	0.9655555555555555
