CBX8	interacts-with	GPR12
CBX8	interacts-with	TCF7
CBX8	interacts-with	KRT20
CBX8	interacts-with	RPE65
CBX8	interacts-with	NCOR1
CBX8	interacts-with	CELSR1
CBX8	interacts-with	INSM1
CBX8	interacts-with	SNRNP40
CBX8	interacts-with	TBP
CBX8	interacts-with	SFRP1
CBX8	interacts-with	ZNF446
CBX8	interacts-with	CCT2
CBX8	interacts-with	RPS6
CBX8	interacts-with	OR52B2
CBX8	interacts-with	CSMD3
CBX8	interacts-with	HNF4A
CBX8	interacts-with	IFNA6
CBX8	interacts-with	BMP2
CBX8	interacts-with	DDX18
CBX8	interacts-with	MMP2
CBX8	interacts-with	SELV
CBX8	interacts-with	H2AFY
CBX8	interacts-with	TTC22
CBX8	interacts-with	PAX8
CBX8	interacts-with	TBX1
CBX8	interacts-with	VIM
CBX8	interacts-with	FAM65B
CBX8	interacts-with	ZNF83
CBX8	interacts-with	NR3C2
CBX8	interacts-with	XK
CBX8	interacts-with	TCTE1
CBX8	interacts-with	GADD45A
CBX8	interacts-with	TSC2
CBX8	interacts-with	IRF4
CBX8	interacts-with	ICOSLG
CBX8	interacts-with	AHR
CBX8	interacts-with	RARRES3
CBX8	interacts-with	SPATA31D1
CBX8	interacts-with	CACNA1D
CBX8	interacts-with	RPA2
CBX8	interacts-with	SLC5A12
CBX8	interacts-with	EZH2
CBX8	interacts-with	AIPL1
CBX8	interacts-with	BCLAF1
CBX8	interacts-with	E2F2
CBX8	interacts-with	ROS1
CBX8	interacts-with	TP53
CBX8	interacts-with	TBR1
CBX8	interacts-with	KRT15
CBX8	interacts-with	CTSB
CBX8	interacts-with	GATA4
CBX8	interacts-with	TBX2
CBX8	interacts-with	SMARCA1
CBX8	interacts-with	ATP9A
CBX8	interacts-with	RNASEL
CBX8	interacts-with	ETV6
CBX8	interacts-with	CD209
CBX8	interacts-with	HTR3B
CBX8	interacts-with	ASCL1
CBX8	interacts-with	THBS4
CBX8	interacts-with	CEBPA
CBX8	interacts-with	SIRT7
CBX8	interacts-with	TCEAL1
CBX8	interacts-with	TCF7L1
CBX8	interacts-with	BRD4
CBX8	interacts-with	SNAI1
CBX8	interacts-with	EED
CBX8	interacts-with	APAF1
CBX8	interacts-with	HOXC8
CBX8	interacts-with	ATM
CBX8	interacts-with	MMP9
CBX8	interacts-with	S100B
CBX8	interacts-with	SCYL1
CBX8	interacts-with	HIST1H2AH
CBX8	interacts-with	LCOR
CBX8	interacts-with	MIR98
CBX8	interacts-with	RP5-998N21.10
CBX8	interacts-with	EHMT2
CBX8	interacts-with	HIST1H2BH
CBX8	interacts-with	TRIM54
CBX8	interacts-with	FBL
CBX8	interacts-with	KIAA1429
CBX8	interacts-with	RCN1
CBX8	interacts-with	SMARCA2
CBX8	interacts-with	SMC1A
CBX8	interacts-with	PARP1
CBX8	interacts-with	SETD7
CBX8	interacts-with	CBX3
CBX8	interacts-with	SMARCA4
CBX8	interacts-with	MIR7-3
CBX8	interacts-with	CARD10
CBX8	interacts-with	ZBTB26
CBX8	interacts-with	CD109
CBX8	interacts-with	H3F3C
CBX8	interacts-with	HDAC10
CBX8	interacts-with	TRIB3
CBX8	interacts-with	SPAG9
CBX8	interacts-with	RECQL5
CBX8	interacts-with	EPC2
CBX8	interacts-with	ARID3B
CBX8	interacts-with	ANAPC4
CBX8	interacts-with	ARID1A
CBX8	interacts-with	TXNIP
CBX8	interacts-with	HDAC3
CBX8	interacts-with	L3MBTL3
CBX8	interacts-with	RPL10
CBX8	interacts-with	HIST1H2BK
CBX8	interacts-with	PHF21B
CBX8	interacts-with	CHD3
CBX8	interacts-with	HNRNPU
CBX8	interacts-with	CENPO
